,person_id,country,intensifier,predicate,response,rt,has intensifier?,difference,Z-Score,std,Z-Score Difference,scenario_type,scenario_country
105,5c830a66d6a4d0000164097d,US,quite,concerned,100,10558,no,,0.5513838946521245,38.64803488424837,,direct,direct US
106,5c830a66d6a4d0000164097d,US,very,concerned,100,11088,yes,1.0,0.5513838946521245,38.64803488424837,0.025874536777743547,direct,direct US
107,5c830a66d6a4d0000164097d,US,very,concerned,99,8966,no,,0.5253225356881484,38.64803488424837,,direct,direct US
108,5c830a66d6a4d0000164097d,US,extremely,concerned,97,10160,yes,-2.0,0.473199817760196,38.64803488424837,-0.05174907355548709,direct,direct US
109,5c830a66d6a4d0000164097d,US,extremely,concerned,99,8133,no,,0.5253225356881484,38.64803488424837,,direct,direct US
110,5c830a66d6a4d0000164097d,US,slightly,understandable,17,9343,yes,-81.0,-1.6117088993578979,38.64803488424837,-2.095837478997227,direct,direct US
111,5c830a66d6a4d0000164097d,US,slightly,understandable,98,15405,no,,0.49926117672417214,38.64803488424837,,direct,direct US
112,5c830a66d6a4d0000164097d,US,kind of,understandable,12,13350,yes,-88.0,-1.7420156941777787,38.64803488424837,-2.2769592364414324,direct,direct US
113,5c830a66d6a4d0000164097d,US,kind of,understandable,100,57248,no,,0.5513838946521245,38.64803488424837,,direct,direct US
114,5c830a66d6a4d0000164097d,US,quite,understandable,100,10101,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
115,5c830a66d6a4d0000164097d,US,quite,understandable,100,11622,no,,0.5513838946521245,38.64803488424837,,direct,direct US
116,5c830a66d6a4d0000164097d,US,very,understandable,100,9063,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
117,5c830a66d6a4d0000164097d,US,very,understandable,100,18399,no,,0.5513838946521245,38.64803488424837,,direct,direct US
118,5c830a66d6a4d0000164097d,US,extremely,understandable,100,7910,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
119,5c830a66d6a4d0000164097d,US,extremely,understandable,100,8656,no,,0.5513838946521245,38.64803488424837,,direct,direct US
120,5c830a66d6a4d0000164097d,US,slightly,impressive,8,10655,yes,-92.0,-1.8462611300336835,38.64803488424837,-2.3804573835524065,direct,direct US
121,5c830a66d6a4d0000164097d,US,slightly,impressive,100,5919,no,,0.5513838946521245,38.64803488424837,,direct,direct US
122,5c830a66d6a4d0000164097d,US,kind of,impressive,86,15344,yes,-14.0,0.18652486915645808,38.64803488424837,-0.36224351488840967,direct,direct US
123,5c830a66d6a4d0000164097d,US,kind of,impressive,100,5374,no,,0.5513838946521245,38.64803488424837,,direct,direct US
124,5c830a66d6a4d0000164097d,US,quite,impressive,100,22630,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
125,5c830a66d6a4d0000164097d,US,quite,impressive,100,6783,no,,0.5513838946521245,38.64803488424837,,direct,direct US
126,5c830a66d6a4d0000164097d,US,very,impressive,100,6646,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
127,5c830a66d6a4d0000164097d,US,very,impressive,100,6919,no,,0.5513838946521245,38.64803488424837,,direct,direct US
128,5c830a66d6a4d0000164097d,US,extremely,impressive,100,6606,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
129,5c830a66d6a4d0000164097d,US,extremely,impressive,100,9214,no,,0.5513838946521245,38.64803488424837,,direct,direct US
130,5c830a66d6a4d0000164097d,US,slightly,helpful,8,12077,yes,-92.0,-1.8462611300336835,38.64803488424837,-2.3804573835524065,direct,direct US
131,5c830a66d6a4d0000164097d,US,slightly,helpful,100,16583,no,,0.5513838946521245,38.64803488424837,,direct,direct US
132,5c830a66d6a4d0000164097d,US,kind of,helpful,9,8678,yes,-90.0,-1.8201997710697073,38.64803488424837,-2.3287083099969195,direct,direct US
133,5c830a66d6a4d0000164097d,US,kind of,helpful,99,8582,no,,0.5253225356881484,38.64803488424837,,direct,direct US
134,5c830a66d6a4d0000164097d,US,quite,helpful,89,12470,yes,-10.0,0.2647089460483866,38.64803488424837,-0.25874536777743545,direct,direct US
135,5c830a66d6a4d0000164097d,US,quite,helpful,99,16670,no,,0.5253225356881484,38.64803488424837,,direct,direct US
136,5c830a66d6a4d0000164097d,US,very,helpful,100,7230,yes,1.0,0.5513838946521245,38.64803488424837,0.025874536777743547,direct,direct US
137,5c830a66d6a4d0000164097d,US,very,helpful,99,5886,no,,0.5253225356881484,38.64803488424837,,direct,direct US
138,5c830a66d6a4d0000164097d,US,extremely,helpful,100,7807,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
139,5c830a66d6a4d0000164097d,US,extremely,helpful,100,9599,no,,0.5513838946521245,38.64803488424837,,direct,direct US
140,5c8f924dbd496e0012a84583,US,slightly,exhausted,63,22162,yes,12.0,0.38402502834484936,25.21633520312983,0.4758819988445653,direct,direct US
141,5c8f924dbd496e0012a84583,US,slightly,exhausted,51,31676,no,,-0.0952929862311885,25.21633520312983,,direct,direct US
142,5c8f924dbd496e0012a84583,US,kind of,exhausted,61,11096,yes,-39.0,0.30413869258217635,25.21633520312983,-1.546616496244837,direct,direct US
143,5c8f924dbd496e0012a84583,US,kind of,exhausted,100,11750,no,,1.8619222399542994,25.21633520312983,,direct,direct US
144,5c8f924dbd496e0012a84583,US,quite,exhausted,57,43015,yes,-3.0,0.14436602105683044,25.21633520312983,-0.11897049971114132,direct,direct US
145,5c8f924dbd496e0012a84583,US,quite,exhausted,60,31431,no,,0.2641955247008399,25.21633520312983,,direct,direct US
146,5c8f924dbd496e0012a84583,US,very,exhausted,67,12836,yes,2.0,0.5437976998701953,25.21633520312983,0.07931366647409421,direct,direct US
147,5c8f924dbd496e0012a84583,US,very,exhausted,65,12624,no,,0.4639113641075223,25.21633520312983,,direct,direct US
148,5c8f924dbd496e0012a84583,US,extremely,exhausted,59,19116,yes,8.0,0.2242523568195034,25.21633520312983,0.31725466589637685,direct,direct US
149,5c8f924dbd496e0012a84583,US,extremely,exhausted,51,21904,no,,-0.0952929862311885,25.21633520312983,,direct,direct US
150,5c8f924dbd496e0012a84583,US,slightly,boring,26,89991,yes,-21.0,-1.0938721832646006,25.21633520312983,-0.8327934979779892,direct,direct US
151,5c8f924dbd496e0012a84583,US,slightly,boring,47,24639,no,,-0.25506565775653445,25.21633520312983,,direct,direct US
152,5c8f924dbd496e0012a84583,US,kind of,boring,10,13285,yes,1.0,-1.7329628693659844,25.21633520312983,0.03965683323704711,direct,direct US
153,5c8f924dbd496e0012a84583,US,kind of,boring,9,15541,no,,-1.7729060372473209,25.21633520312983,,direct,direct US
154,5c8f924dbd496e0012a84583,US,quite,boring,49,56884,yes,35.0,-0.17517932199386146,25.21633520312983,1.3879891632966486,direct,direct US
155,5c8f924dbd496e0012a84583,US,quite,boring,14,23664,no,,-1.5731901978406384,25.21633520312983,,direct,direct US
156,5c8f924dbd496e0012a84583,US,very,boring,48,30182,yes,28.0,-0.21512248987519794,25.21633520312983,1.110391330637319,direct,direct US
157,5c8f924dbd496e0012a84583,US,very,boring,20,18505,no,,-1.3335311905526195,25.21633520312983,,direct,direct US
158,5c8f924dbd496e0012a84583,US,extremely,boring,57,17793,yes,44.0,0.14436602105683044,25.21633520312983,1.7449006624300727,direct,direct US
159,5c8f924dbd496e0012a84583,US,extremely,boring,13,14119,no,,-1.613133365721975,25.21633520312983,,direct,direct US
160,5c8f924dbd496e0012a84583,US,slightly,difficult,73,13914,yes,-27.0,0.7834567071582142,25.21633520312983,-1.0707344974002717,direct,direct US
161,5c8f924dbd496e0012a84583,US,slightly,difficult,100,20460,no,,1.8619222399542994,25.21633520312983,,direct,direct US
162,5c8f924dbd496e0012a84583,US,kind of,difficult,77,19001,yes,-23.0,0.9432293786835602,25.21633520312983,-0.9121071644520834,direct,direct US
163,5c8f924dbd496e0012a84583,US,kind of,difficult,100,12821,no,,1.8619222399542994,25.21633520312983,,direct,direct US
164,5c8f924dbd496e0012a84583,US,quite,difficult,57,11378,yes,-7.0,0.14436602105683044,25.21633520312983,-0.27759783265932975,direct,direct US
165,5c8f924dbd496e0012a84583,US,quite,difficult,64,11884,no,,0.4239681962261858,25.21633520312983,,direct,direct US
166,5c8f924dbd496e0012a84583,US,very,difficult,59,10155,yes,-2.0,0.2242523568195034,25.21633520312983,-0.07931366647409421,direct,direct US
167,5c8f924dbd496e0012a84583,US,very,difficult,61,16569,no,,0.30413869258217635,25.21633520312983,,direct,direct US
168,5c8f924dbd496e0012a84583,US,extremely,difficult,77,18547,yes,16.0,0.9432293786835602,25.21633520312983,0.6345093317927537,direct,direct US
169,5c8f924dbd496e0012a84583,US,extremely,difficult,61,48238,no,,0.30413869258217635,25.21633520312983,,direct,direct US
170,5c8f924dbd496e0012a84583,US,slightly,concerned,37,11476,yes,-3.0,-0.6544973365698993,25.21633520312983,-0.11897049971114132,direct,direct US
171,5c8f924dbd496e0012a84583,US,slightly,concerned,40,56343,no,,-0.5346678329258898,25.21633520312983,,direct,direct US
172,5c8f924dbd496e0012a84583,US,kind of,concerned,37,15027,yes,17.0,-0.6544973365698993,25.21633520312983,0.6741661650298008,direct,direct US
173,5c8f924dbd496e0012a84583,US,kind of,concerned,20,20039,no,,-1.3335311905526195,25.21633520312983,,direct,direct US
174,5c8f924dbd496e0012a84583,US,quite,concerned,49,13823,yes,2.0,-0.17517932199386146,25.21633520312983,0.07931366647409421,direct,direct US
175,5c8f924dbd496e0012a84583,US,quite,concerned,47,20521,no,,-0.25506565775653445,25.21633520312983,,direct,direct US
176,5c8f924dbd496e0012a84583,US,very,concerned,51,12193,yes,7.0,-0.0952929862311885,25.21633520312983,0.27759783265932975,direct,direct US
177,5c8f924dbd496e0012a84583,US,very,concerned,44,16765,no,,-0.3748951614005439,25.21633520312983,,direct,direct US
178,5c8f924dbd496e0012a84583,US,extremely,concerned,28,15531,yes,-16.0,-1.0139858475019277,25.21633520312983,-0.6345093317927537,direct,direct US
179,5c8f924dbd496e0012a84583,US,extremely,concerned,44,13524,no,,-0.3748951614005439,25.21633520312983,,direct,direct US
180,5c8f924dbd496e0012a84583,US,slightly,understandable,7,21376,yes,-45.0,-1.8527923730099938,25.21633520312983,-1.7845574956671197,direct,direct US
181,5c8f924dbd496e0012a84583,US,slightly,understandable,52,13416,no,,-0.055349818349852004,25.21633520312983,,direct,direct US
182,5c8f924dbd496e0012a84583,US,kind of,understandable,100,17890,yes,42.0,1.8619222399542994,25.21633520312983,1.6655869959559784,direct,direct US
183,5c8f924dbd496e0012a84583,US,kind of,understandable,58,15936,no,,0.18430918893816692,25.21633520312983,,direct,direct US
184,5c8f924dbd496e0012a84583,US,quite,understandable,57,14713,yes,-25.0,0.14436602105683044,25.21633520312983,-0.9914208309261776,direct,direct US
185,5c8f924dbd496e0012a84583,US,quite,understandable,82,16989,no,,1.1429452180902426,25.21633520312983,,direct,direct US
186,5c8f924dbd496e0012a84583,US,very,understandable,71,15792,yes,12.0,0.7035703713955412,25.21633520312983,0.4758819988445653,direct,direct US
187,5c8f924dbd496e0012a84583,US,very,understandable,59,15918,no,,0.2242523568195034,25.21633520312983,,direct,direct US
188,5c8f924dbd496e0012a84583,US,extremely,understandable,61,13048,yes,11.0,0.30413869258217635,25.21633520312983,0.4362251656075182,direct,direct US
189,5c8f924dbd496e0012a84583,US,extremely,understandable,50,19842,no,,-0.135236154112525,25.21633520312983,,direct,direct US
190,5c8f924dbd496e0012a84583,US,slightly,impressive,1,19656,yes,-99.0,-2.0924513802980127,25.21633520312983,-3.926026490467663,direct,direct US
191,5c8f924dbd496e0012a84583,US,slightly,impressive,100,12261,no,,1.8619222399542994,25.21633520312983,,direct,direct US
192,5c8f924dbd496e0012a84583,US,kind of,impressive,2,12374,yes,-86.0,-2.0525082124166762,25.21633520312983,-3.410487658386051,direct,direct US
193,5c8f924dbd496e0012a84583,US,kind of,impressive,88,28855,no,,1.3826042253782616,25.21633520312983,,direct,direct US
194,5c8f924dbd496e0012a84583,US,quite,impressive,100,17469,yes,45.0,1.8619222399542994,25.21633520312983,1.7845574956671197,direct,direct US
195,5c8f924dbd496e0012a84583,US,quite,impressive,55,12663,no,,0.06447968529415746,25.21633520312983,,direct,direct US
196,5c8f924dbd496e0012a84583,US,very,impressive,56,11852,yes,-3.0,0.10442285317549393,25.21633520312983,-0.11897049971114132,direct,direct US
197,5c8f924dbd496e0012a84583,US,very,impressive,59,10234,no,,0.2242523568195034,25.21633520312983,,direct,direct US
198,5c8f924dbd496e0012a84583,US,extremely,impressive,51,30998,yes,-22.0,-0.0952929862311885,25.21633520312983,-0.8724503312150363,direct,direct US
199,5c8f924dbd496e0012a84583,US,extremely,impressive,73,16304,no,,0.7834567071582142,25.21633520312983,,direct,direct US
200,5c8f924dbd496e0012a84583,US,slightly,helpful,2,10354,yes,-73.0,-2.0525082124166762,25.21633520312983,-2.8949488263044385,direct,direct US
201,5c8f924dbd496e0012a84583,US,slightly,helpful,75,13953,no,,0.8633430429208871,25.21633520312983,,direct,direct US
202,5c8f924dbd496e0012a84583,US,kind of,helpful,11,39328,yes,-45.0,-1.693019701484648,25.21633520312983,-1.7845574956671197,direct,direct US
